MARCA,MODELO,LINK,CALIDAD,Revisor,Re-revisor,Review Quality OK?,EXPLICACION,COMPOSICIÓN,ILUMINACIÓN,ENFOQUE,EXPOSICIÓN,COLOR,ANGULO,CONTEXTO,EDICION,ENCUADRE,CALIDAD DE IMAGEN
,,https://www.deysa.com/coches/usados/madrid/ford/puma/gasolina/1-0-ecoboost-125cv-st-line-x-mhev/1059548/,REGULAR,Ramón,Lautaro,OK,"Las fotos exteriores están bien, pero las interiores hay movidas, borrosas y algunas con mala iluminación.",,,,,,,,,,
,,https://www.deysa.com/coches/usados/madrid/ford/puma/gasolina/1-0-ecoboost-125cv-st-line-x-mhev/1059551/,BIEN,Lautaro,Santiago,OK,"Iluminación correcta, buenos ángulos, buena calidad de imagen, foto detalle alguna desenfocada.",,,,,,,,,,
,,https://www.deysa.com/coches/usados/madrid/ford/puma/gasolina/1-0-ecoboost-125cv-st-line-x-mhev/681633/,MUY MALA,Ruben,Alejandro,OK,"14 fotos, luces muy sobreexpuestas, luz no homogénea, pocas fotos requiere más, mal enfocadas algunas, imagenes con ángulos desviados.",,,,,,,,,,
,,https://www.deysa.com/coches/usados/madrid/ford/puma/gasolina/1-0-ecoboost-125cv-titanium-design-mhev/1015833/,BIEN,Santiago,Lautaro,OK,"Fotos de buenos ángulos, interior y exterior, exposición y encuadre mejorable.",,,,,,,,,,
,,https://www.deysa.com/coches/usados/madrid/ford/puma/gasolina/1-0-ecoboost-125cv-titanium-design-mhev/1020922/,REGULAR,Lautaro,Ramón,OK,"Ángulos ligeramente inclinados, fotos desenfocadas iluminación tenue, encuadre descentrado.",,,,,,,,,,
,,https://www.deysa.com/coches/usados/madrid/ford/puma/gasolina/1-0-ecoboost-125cv-titanium-design-mhev/838480/,REGULAR,Ruben,Lautaro,OK,"21 fotos, ángulos algo inclinados, imágenes con enfoques borrosos, exceso de luz.",,,,,,,,,,
,,https://www.deysa.com/coches/usados/madrid/ford/puma/gasolina/1-0-ecoboost-125cv-titanium-mhev/1004354/,MUY BIEN,Ramón,Ruben,OK,"Buenos ángulos y calidad, cubre todo el coche.",,,,,,,,,,
,,https://www.deysa.com/coches/usados/madrid/ford/puma/gasolina/1-0-ecoboost-125cv-titanium-mhev/1053853/,REGULAR,Lautaro,Santiago,OK,"Exposición mejorable, iluminación regular, ángulos aceptables, ligero desenfoque.",,,,,,,,,,
,,https://www.deysa.com/coches/usados/madrid/ford/puma/gasolina/1-0-ecoboost-125cv-titanium-mhev/1057636/,REGULAR,Santiago,Lautaro,OK,"Iluminación en el interior, encuadre y algún ángulo mejorable.",,,,,,,,,,
,,https://www.deysa.com/coches/usados/madrid/ford/puma/gasolina/1-0-ecoboost-125cv-titanium-mhev/835384/,BIEN,Alejandro,Ramón,OK,"Muchas fotos bien iluminadas, buenos ángulos enfocados y encuadrados sin sobresaturación y bien detallados, editada para poner la pegatina ECO.",,,,,,,,,,
,,https://www.deysa.com/coches/usados/madrid/ford/puma/gasolina/1-0-ecoboost-125cv-titanium-mhev/962428/,BIEN,Ruben,Alejandro,OK,"21 fotos, iluminación buena a excepción de dos imágenes que tiene un poquito de sobreexposición.",,,,,,,,,,
,,https://www.deysa.com/coches/usados/madrid/ford/puma/gasolina/1-0-ecoboost-155cv-st-line-mhev-auto/1054926/,BIEN,Ramón,Lautaro,Not OK,Buenas fotos en general salvo alguna detalle que está borrosa.,,,,,,,,,,
,,https://www.deysa.com/coches/usados/madrid/ford/puma/gasolina/1-0-ecoboost-155cv-st-line-x-gold-mhev/1054927/,MALA,Lautaro,Ruben,OK,"Entorno sucio, iluminación irregular, ligera inclinación.",,,,,,,,,,
,,https://www.deysa.com/coches/usados/madrid/ford/puma/gasolina/1-0-ecoboost-155cv-st-line-x-mhev/770910/,REGULAR,Santiago,Alejandro,OK,"Buenos ángulos, interior y exterior, problemas en el interior con color, sobreexposición de imagen en la última foto.",,,,,,,,,,
,,https://www.deysa.com/coches/usados/madrid/ford/puma/gasolina/1-0-ecoboost-155cv-st-line-x-mhev/824927/,MALA,Lautaro,Ramón,OK,"Mala calidad de foto, inclinado, descentrado, reflejo de persona.",,,,,,,,,,
,,https://www.deysa.com/coches/usados/madrid/ford/puma/gasolina/1-0-ecoboost-155cv-st-line-x-mhev/826225/,BIEN,Alejandro,Alejandro,OK,"Cantidad decente fotos con una exposición muy buena, buenos ángulos enfocados y encuadrados sin sobresaturación y bien detallados.",,,,,,,,,,
,,https://www.deysa.com/coches/usados/madrid/ford/puma/gasolina/1-0-ecoboost-155cv-st-line-x-mhev/826226/,MUY BIEN,Ruben,Lautaro,Not OK,21 fotos. Imágenes buenas en todos los aspectos aunque quizás podría tener más luz.,,,,,,,,,,
,,https://www.deysa.com/coches/usados/madrid/ford/puma/gasolina/1-0-ecoboost-155cv-st-line-x-mhev/873260/,MUY BIEN,Ramón,Ruben,Not OK,"Buenos ángulos y calidad, cubre todo el coche.",,,,,,,,,,
,,https://www.deysa.com/coches/usados/madrid/ford/puma/hibrido/1-0-ecoboost-114kw-st-line-x-mhev/906092/,REGULAR,Lautaro,Alejandro,OK,"Iluminacion ligeramente tenue, reflejos percibibles, ligeros desenfoques.",,,,,,,,,,
,,https://www.deysa.com/coches/usados/madrid/ford/puma/hibrido/1-0-ecoboost-92kw-st-line-x-mhev/592363/,MALA,Santiago,Lautaro,OK,"Ángulos y encuadres pésimos, enfoque mejorable en varias fotos.",,,,,,,,,,
,,https://www.deysa.com/coches/usados/madrid/ford/ranger/diesel/3-0-ecoblue-e-awd-dob-cab-wildtrack-at/1007479/,BIEN,Ramón,Ruben,OK,"Buenas fotos, aunque hay alguna foto detalle que está oscura.",,,,,,,,,,
,,https://www.deysa.com/coches/usados/madrid/ford/ranger/gasolina/raptor-raptor-doble-cab-3-0-ecoboost-v6-aut-215kw-292cv/989026/,REGULAR,Ruben,Lautaro,OK,"21 fotos, ángulos desviados, sobreexposición, el encaje en varias fotos está algo de lado.",,,,,,,,,,
,,https://www.deysa.com/coches/usados/madrid/ford/s-max/diesel/2-0-tdci-panther-110kw-titanium-aut/681634/,REGULAR,Alejandro ,Alejandro,OK,"Cantidad decete de fotos con buena exposición, el coche esta recortado de foto, buenos angulares le falta un poco de enfoque.",,,,,,,,,,
,,https://www.deysa.com/coches/usados/madrid/ford/s-max/diesel/2-0-tdci-panther-110kw-titanium-aut/681635/,BIEN,Santiago,Ramón,OK,"Ángulos buenos de interior y exterior, buenos encuadres, sobreexposición de luz en dos fotos por la pantalla.",,,,,,,,,,
,,https://www.deysa.com/coches/usados/madrid/ford/s-max/diesel/2-0-tdci-panther-110kw-titanium-pow/588601/,MALA,Ruben,Alejandro,OK,"15 fotos, tiene pocas fotos se requieren más, sobreexposición, malos ángulos, muchos reflejos.",,,,,,,,,,
,,https://www.deysa.com/coches/usados/madrid/ford/tourneo-courier/gasolina/1-0-ecoboost-92kw-125cv-titanium/1008819/,BIEN,Ramón,Ruben,OK,Se podría mejorar la iluminación en general y alguna del interior está borrosa.,,,,,,,,,,
,,https://www.deysa.com/coches/usados/madrid/ford/tourneo-custom/diesel/2-0-ecoblue-125kw-l1-titanium-auto/1025660/,BIEN,Alejandro,Alejandro,OK,"Cantidad decente de fotos con una buena iluminación pero un poco mal enfocadas y mal cuadradas, sin sobresaturación y buen angular detallado.",,,,,,,,,,
,,https://www.deysa.com/coches/usados/madrid/ford/transit-courier/diesel/van-1-5-tdci-71kw-trend/804032/,REGULAR,Ruben,Ramón,OK,"17 fotos, las imágenes tienen sobreexposicion y ángulos malos.",,,,,,,,,,
,,https://www.deysa.com/coches/usados/madrid/ford/transit-custom/diesel/kombi-2-0-tdci-96kw-320-l1-trend-auto/914432/,BIEN,Ramón,Alejandro,OK,Las fotos interiores están algo oscuras.,,,,,,,,,,
,,https://www.deysa.com/coches/usados/madrid/ford/transit-custom/diesel/nueva-m1-kombi-ft320-l1-kombi-limited-2-0-ecoblue-100kw-136cv-euro-6-2/910748/,BIEN,Santiago,Ruben,OK,"Ángulos buenos de interior y exterior, encuadres mejorables, iluminación del interior mejorables.",,,,,,,,,,
,,https://www.deysa.com/coches/usados/madrid/ford/transit-custom/diesel/nueva-m1-kombi-ft320-l1-kombi-limited-2-0-ecoblue-100kw-136cv-euro-6-2/910749/,BIEN,Ramón,Alejandro,OK,Buenas fotos en general salvo alguna detalle que está borrosa.,,,,,,,,,,
,,https://www.deysa.com/coches/usados/madrid/ford/transit-custom/electrico/nueva-n1-van-ft320-l1-van-trend-bev-83kwh-64kwh-util-100kw-136cv-aut/971723/,REGULAR,Lautaro,Alejandro,Not OK,"Baja exposición, iluminación bien distribuida, pocos desenfoques, inclinación percibida, reflejo de persona.",,,,,,,,,,
,,https://www.deysa.com/coches/usados/madrid/ford/transit-custom/hibrido/nueva-n1-van-ft320-l1-van-trend-2-5-duratec-phev-171kw-232cv/995509/,BIEN,Alejandro,Ruben,OK,"Buena iluminación, con una cantidad decente de fotos detalladas, edición de fotos para poner la pegatina eco, bien encuadradas y enfocadas.",,,,,,,,,,
,,https://www.deysa.com/coches/usados/madrid/ford/transit/diesel/350-96kw-l3-trend-fwd/857887/,BIEN,Ramón,Alejandro,OK,Algunas fotos tienen una iluminación muy fuerte y otras tiene sombras muy pronunciadas.,,,,,,,,,,
,,https://www.deysa.com/coches/usados/madrid/ford/transit/electrico/350-l2-68kwh-184cv-trend-rwd-bev/719008/,MALA,Lautaro,Ruben,OK,"Iluminación irregular, entorno sucio, mala calidad de imagen, poca incliación.",,,,,,,,,,
,,https://www.deysa.com/coches/usados/madrid/ford/transit/electrico/transit-van-traccion-trasera-ft-350l2-trend-n1-bev-75kwh-198kw-269cv/591889/,REGULAR,Ruben,Ramón,OK,"15 fotos, se necesitan más imágenes, una foto con alta iluminación, ángulos torcidos.",,,,,,,,,,
